goal combination,count,pick count
"['3 Skulltulas in Water Temple', 'All 3 Elemental Arrows']",11,3
"['3 Skulltulas in Water Temple', 'Beat the Spirit Temple']",10,3
"['3 Skulltulas in Water Temple', 'Both Rusty Switches in Spirit Temple']",16,1
"['3 Skulltulas in Water Temple', 'Clear 10 Silver Rupee Rooms']",8,1
"['3 Skulltulas in Water Temple', 'Clear 8 Silver Rupee Rooms']",6,2
"['3 Skulltulas in Water Temple', 'Exactly 30 Deku Sticks']",6,0
"['3 Skulltulas in Water Temple', 'Goron Bracelet']",9,0
"['3 Skulltulas in Water Temple', 'Green Gauntlets']",11,2
"['3 Skulltulas in Water Temple', 'Map & Compass in Spirit Temple']",10,0
"['3 Skulltulas in Water Temple', 'Nayrus Love']",6,0
"['3 Skulltulas in Water Temple', 'Open All 6 Gold Rupee Chests']",8,1
"['3 Skulltulas in Water Temple', 'Quiver (50)']",6,1
"['3 Skulltulas in Water Temple', 'Two Fairy Spells']",8,1
"['3 Skulltulas in Water Temple', 'Win Bombchu Bowling Prize']",7,0
"['3 Songs', '30 Different Skulltulas']",6,0
"['3 Songs', 'All 3 Elemental Arrows']",7,0
"['3 Swords & 3 Boots', '30 Different Skulltulas']",12,3
"['3 Swords & 3 Boots', '7 Compasses']",7,0
"['3 Swords & 3 Boots', 'All 3 Elemental Arrows']",16,1
"['3 Swords & 3 Boots', 'All 3 Skulltulas in Bottom of the Well']",7,1
"['3 Swords & 3 Boots', 'Both Rusty Switches in Spirit Temple']",7,2
"['3 Swords & 3 Boots', 'Bullet Bag (50)']",6,1
"['3 Swords & 3 Boots', 'Dins Fire']",7,0
"['3 Swords & 3 Boots', 'Green Gauntlets']",8,1
"['3 Swords & 3 Shields', '30 Deku Nuts']",6,0
"['3 Swords & 3 Shields', '30 Different Skulltulas']",15,8
"['3 Swords & 3 Shields', '6 Compasses']",6,2
"['3 Swords & 3 Shields', '7 Compasses']",11,1
"['3 Swords & 3 Shields', '9 Hearts (no duping)']",16,3
"['3 Swords & 3 Shields', 'All 3 Elemental Arrows']",25,4
"['3 Swords & 3 Shields', 'All 4 Lon Lon Ranch area Skulltulas']",7,0
"['3 Swords & 3 Shields', 'Beat Dodongos Cavern']",6,3
"['3 Swords & 3 Shields', 'Both Rusty Switches in Spirit Temple']",7,2
"['3 Swords & 3 Shields', 'Clear 10 Silver Rupee Rooms']",24,4
"['3 Swords & 3 Shields', 'Defeat Volvagia']",6,3
"['3 Swords & 3 Shields', 'Dins Fire']",15,8
"['3 Swords & 3 Shields', 'Exactly 20 Deku Sticks']",7,1
"['3 Swords & 3 Shields', 'Fire Temple Boss Key']",7,5
"['3 Swords & 3 Shields', 'Ganons Castle Boss Key']",6,0
"['3 Swords & 3 Shields', 'Goron Bracelet']",14,0
"['3 Swords & 3 Shields', 'Green Gauntlets']",15,4
"['3 Swords & 3 Shields', 'Map & Compass in Bottom of the Well']",9,2
"['3 Swords & 3 Shields', 'Open All 6 Gold Rupee Chests']",9,1
"['3 Swords & 3 Shields', 'Quiver (40)']",7,1
"['3 Swords & 3 Tunics', '30 Different Skulltulas']",6,2
"['3 Swords & 3 Tunics', '9 Hearts (no duping)']",7,3
"['3 Swords & 3 Tunics', 'All 3 Elemental Arrows']",9,2
"['3 Swords & 3 Tunics', 'Defeat 4 Different Iron Knuckles']",9,1
"['3 Swords & 3 Tunics', 'Goron Bracelet']",6,2
"['3 Swords & 3 Tunics', 'Green Gauntlets']",6,1
"['3 Swords & 3 Tunics', 'Quiver (50)']",6,3
"['3 Swords, Tunics, Boots, and Shields', '30 Deku Nuts']",14,2
"['3 Swords, Tunics, Boots, and Shields', '4 Skulltulas in Shadow Temple']",15,0
"['3 Swords, Tunics, Boots, and Shields', '4 Songs']",6,1
"['3 Swords, Tunics, Boots, and Shields', '4 Unused Keys in Forest Temple']",7,0
"['3 Swords, Tunics, Boots, and Shields', '4 Unused Keys in Gerudo Training Grounds']",7,0
"['3 Swords, Tunics, Boots, and Shields', '5 Magic Beans']",18,0
"['3 Swords, Tunics, Boots, and Shields', '500 Rupees']",10,5
"['3 Swords, Tunics, Boots, and Shields', '6 Different Unused Keys in Gerudo Training Grounds']",8,0
"['3 Swords, Tunics, Boots, and Shields', '6 Hearts']",6,1
"['3 Swords, Tunics, Boots, and Shields', '7 Different Unused Keys in Gerudo Training Grounds']",14,2
"['3 Swords, Tunics, Boots, and Shields', '7 Hearts (no duping)']",8,5
"['3 Swords, Tunics, Boots, and Shields', '7 Songs']",7,2
"['3 Swords, Tunics, Boots, and Shields', '8 Different Unused Keys in Gerudo Training Grounds']",11,3
"['3 Swords, Tunics, Boots, and Shields', '8 Hearts (no duping)']",20,9
"['3 Swords, Tunics, Boots, and Shields', '8 Songs']",6,3
"['3 Swords, Tunics, Boots, and Shields', '9 Songs']",9,0
"['3 Swords, Tunics, Boots, and Shields', 'All 3 Skulltulas in Bottom of the Well']",10,2
"['3 Swords, Tunics, Boots, and Shields', 'All 4 Gerudo Valley area Skulltulas']",9,1
"['3 Swords, Tunics, Boots, and Shields', 'All 4 Lon Lon Ranch area Skulltulas']",6,2
"['3 Swords, Tunics, Boots, and Shields', 'All 4 Lost Woods area Skulltulas']",8,0
"['3 Swords, Tunics, Boots, and Shields', 'All 4 Market area Skulltulas']",8,0
"['3 Swords, Tunics, Boots, and Shields', 'All 4 Skulltulas in Deku Tree']",8,2
"['3 Swords, Tunics, Boots, and Shields', 'All 4 Wasteland/ Colossus area Skulltulas']",10,0
"['3 Swords, Tunics, Boots, and Shields', 'All 5 Lake Hylia Skulltulas']",6,1
"['3 Swords, Tunics, Boots, and Shields', 'All 5 Skulltulas in Dodongos Cavern']",9,0
"['3 Swords, Tunics, Boots, and Shields', 'All 5 Skulltulas in Fire Temple']",9,1
"['3 Swords, Tunics, Boots, and Shields', 'All 5 Skulltulas in Forest Temple']",7,0
"['3 Swords, Tunics, Boots, and Shields', 'All 5 Skulltulas in Shadow Temple']",8,1
"['3 Swords, Tunics, Boots, and Shields', 'All 8 Death Mountain area Skulltulas']",6,0
"['3 Swords, Tunics, Boots, and Shields', 'All 8 Kakariko area Skulltulas']",10,3
"['3 Swords, Tunics, Boots, and Shields', 'All 8 Zoras Domain area Skulltulas']",21,1
"['3 Swords, Tunics, Boots, and Shields', 'Beat Jabu-Jabus Belly']",9,0
"['3 Swords, Tunics, Boots, and Shields', 'Beat the Fire Temple']",22,4
"['3 Swords, Tunics, Boots, and Shields', 'Beat the Forest Temple']",11,0
"['3 Swords, Tunics, Boots, and Shields', 'Beat the Water Temple']",6,1
"['3 Swords, Tunics, Boots, and Shields', 'Blue Potion']",12,2
"['3 Swords, Tunics, Boots, and Shields', 'Bolero of Fire']",17,1
"['3 Swords, Tunics, Boots, and Shields', 'Bomb Bag (30)']",12,4
"['3 Swords, Tunics, Boots, and Shields', 'Boomerang']",6,0
"['3 Swords, Tunics, Boots, and Shields', 'Both HPs in Death Mountain Crater']",9,1
"['3 Swords, Tunics, Boots, and Shields', 'Both Hyrule Field area Skulltulas']",8,1
"['3 Swords, Tunics, Boots, and Shields', 'Bottled Fairy']",7,0
"['3 Swords, Tunics, Boots, and Shields', 'Bullet Bag (40)']",9,0
"['3 Swords, Tunics, Boots, and Shields', 'Bullet Bag (50)']",22,3
"['3 Swords, Tunics, Boots, and Shields', 'Defeat Bongo-Bongo']",6,0
"['3 Swords, Tunics, Boots, and Shields', 'Defeat Dark Link']",7,1
"['3 Swords, Tunics, Boots, and Shields', 'Defeat King Dodongo']",6,1
"['3 Swords, Tunics, Boots, and Shields', 'Defeat Meg (Purple Poe)']",11,0
"['3 Swords, Tunics, Boots, and Shields', 'Defeat Nabooru-Knuckle']",7,2
"['3 Swords, Tunics, Boots, and Shields', 'Defeat Queen Gohma']",7,0
"['3 Swords, Tunics, Boots, and Shields', 'Defeat Volvagia']",20,3
"['3 Swords, Tunics, Boots, and Shields', 'Defeat a Skull Kid']",11,0
"['3 Swords, Tunics, Boots, and Shields', 'Defeat all Lizalfos in Dodongos Cavern']",13,4
"['3 Swords, Tunics, Boots, and Shields', 'Defeat both Flare Dancers']",10,0
"['3 Swords, Tunics, Boots, and Shields', 'Desert Colossus HP']",12,4
"['3 Swords, Tunics, Boots, and Shields', 'Dins Fire']",26,4
"['3 Swords, Tunics, Boots, and Shields', 'Double Defense']",8,2
"['3 Swords, Tunics, Boots, and Shields', 'Double Magic']",6,1
"['3 Swords, Tunics, Boots, and Shields', 'Eponas Song']",9,6
"['3 Swords, Tunics, Boots, and Shields', 'Exactly 20 Deku Sticks']",14,2
"['3 Swords, Tunics, Boots, and Shields', 'Exactly 30 Deku Sticks']",19,4
"['3 Swords, Tunics, Boots, and Shields', 'Fairy Bow']",7,1
"['3 Swords, Tunics, Boots, and Shields', 'Farores Wind']",9,2
"['3 Swords, Tunics, Boots, and Shields', 'Fire Arrows']",8,0
"['3 Swords, Tunics, Boots, and Shields', 'Fire Medallion']",24,4
"['3 Swords, Tunics, Boots, and Shields', 'Fire Temple Boss Key']",13,2
"['3 Swords, Tunics, Boots, and Shields', 'Forest Medallion']",9,5
"['3 Swords, Tunics, Boots, and Shields', 'Forest Temple Boss Key']",9,0
"['3 Swords, Tunics, Boots, and Shields', 'Free all 9 Gorons in Fire Temple']",23,2
"['3 Swords, Tunics, Boots, and Shields', 'Ganons Castle Boss Key']",15,1
"['3 Swords, Tunics, Boots, and Shields', 'Giants Wallet']",10,5
"['3 Swords, Tunics, Boots, and Shields', 'Goron Bracelet']",29,2
"['3 Swords, Tunics, Boots, and Shields', 'Green Gauntlets']",26,1
"['3 Swords, Tunics, Boots, and Shields', 'Keaton Mask']",7,0
"['3 Swords, Tunics, Boots, and Shields', 'Lens of Truth']",18,2
"['3 Swords, Tunics, Boots, and Shields', 'Light Arrows']",13,2
"['3 Swords, Tunics, Boots, and Shields', 'Lon Lon Ranch HP']",7,1
"['3 Swords, Tunics, Boots, and Shields', 'Longshot']",6,1
"['3 Swords, Tunics, Boots, and Shields', 'Map & Compass in Bottom of the Well']",16,2
"['3 Swords, Tunics, Boots, and Shields', 'Map & Compass in Dodongos Cavern']",14,1
"['3 Swords, Tunics, Boots, and Shields', 'Map & Compass in Fire Temple']",11,1
"['3 Swords, Tunics, Boots, and Shields', 'Map & Compass in Forest Temple']",17,3
"['3 Swords, Tunics, Boots, and Shields', 'Map & Compass in Jabu-Jabu']",6,0
"['3 Swords, Tunics, Boots, and Shields', 'Megaton Hammer']",14,7
"['3 Swords, Tunics, Boots, and Shields', 'Milk']",6,0
"['3 Swords, Tunics, Boots, and Shields', 'Minuet of Forest']",15,4
"['3 Swords, Tunics, Boots, and Shields', 'Nayrus Love']",20,2
"['3 Swords, Tunics, Boots, and Shields', 'Obtain all 5 Small Keys in Forest Temple']",12,2
"['3 Swords, Tunics, Boots, and Shields', 'Obtain all 5 Small Keys in Shadow Temple']",21,3
"['3 Swords, Tunics, Boots, and Shields', 'Obtain all 8 Small Keys in Fire Temple']",14,5
"['3 Swords, Tunics, Boots, and Shields', 'Open 2 Boss Key Doors']",10,3
"['3 Swords, Tunics, Boots, and Shields', 'Open 3 Boss Key Doors']",24,6
"['3 Swords, Tunics, Boots, and Shields', 'Open 3 Gold Rupee Chests']",11,2
"['3 Swords, Tunics, Boots, and Shields', 'Open 50 Rupee chest in Wasteland']",6,0
"['3 Swords, Tunics, Boots, and Shields', 'Open the Final Door of Fire Trial']",8,0
"['3 Swords, Tunics, Boots, and Shields', 'Open the Final Door of Forest Trial']",7,0
"['3 Swords, Tunics, Boots, and Shields', 'Open the Final Door of Shadow Trial']",17,2
"['3 Swords, Tunics, Boots, and Shields', 'Open the Final Door of Water Trial']",26,4
"['3 Swords, Tunics, Boots, and Shields', 'Plant 5 Magic Beans']",10,1
"['3 Swords, Tunics, Boots, and Shields', 'Plant bean in Death Mountain Crater']",8,0
"['3 Swords, Tunics, Boots, and Shields', 'Quiver (40)']",14,5
"['3 Swords, Tunics, Boots, and Shields', 'Quiver (50)']",15,3
"['3 Swords, Tunics, Boots, and Shields', 'Requiem of Spirit']",9,0
"['3 Swords, Tunics, Boots, and Shields', 'Rutos Letter']",10,2
"['3 Swords, Tunics, Boots, and Shields', 'Sarias Song']",12,3
"['3 Swords, Tunics, Boots, and Shields', 'Silver Scale']",8,0
"['3 Swords, Tunics, Boots, and Shields', 'Spirit Temple Boss Key']",11,1
"['3 Swords, Tunics, Boots, and Shields', 'Water Medallion']",7,1
"['3 Swords, Tunics, Boots, and Shields', 'Win Bombchu Bowling Prize']",6,0
"['3 Tunics & 3 Boots', 'All 3 Elemental Arrows']",9,1
"['3 Tunics & 3 Boots', 'Green Gauntlets']",7,1
"['3 Tunics', '30 Different Skulltulas']",14,0
"['3 Tunics', '9 Hearts (no duping)']",6,1
"['3 Tunics', 'All 3 Elemental Arrows']",10,2
"['3 Tunics', 'All 4 Market area Skulltulas']",6,4
"['3 Tunics', 'All 5 Lake Hylia Skulltulas']",6,3
"['3 Tunics', 'Beat the Spirit Temple']",6,0
"['3 Tunics', 'Both Rusty Switches in Spirit Temple']",13,4
"['3 Tunics', 'Clear 10 Silver Rupee Rooms']",6,0
"['3 Tunics', 'Defeat Volvagia']",9,2
"['3 Tunics', 'Dins Fire']",6,1
"['3 Tunics', 'Goron Bracelet']",7,0
"['3 Tunics', 'Green Gauntlets']",16,4
"['3 Tunics', 'Light Arrows']",6,2
"['3 Tunics', 'Open All 6 Gold Rupee Chests']",7,1
"['3 Tunics', 'Quiver (50)']",6,1
"['3 Unused Keys in Gerudo Training Grounds', '7 Compasses']",7,1
"['3 Unused Keys in Gerudo Training Grounds', 'Green Gauntlets']",7,3
"['3 Unused Keys in Gerudo Training Grounds', 'Open All 6 Gold Rupee Chests']",9,1
"['30 Deku Nuts', '30 Different Skulltulas']",16,7
"['30 Deku Nuts', '7 Compasses']",9,1
"['30 Deku Nuts', '8 Hearts (no duping)']",6,1
"['30 Deku Nuts', '9 Hearts (no duping)']",6,0
"['30 Deku Nuts', 'All 3 Elemental Arrows']",20,8
"['30 Deku Nuts', 'All 4 Market area Skulltulas']",6,1
"['30 Deku Nuts', 'All 5 Lake Hylia Skulltulas']",6,3
"['30 Deku Nuts', 'All 5 Skulltulas in Water Temple']",10,0
"['30 Deku Nuts', 'All 8 Zoras Domain area Skulltulas']",12,6
"['30 Deku Nuts', 'Beat the Spirit Temple']",15,5
"['30 Deku Nuts', 'Both Rusty Switches in Spirit Temple']",16,4
"['30 Deku Nuts', 'Clear 10 Silver Rupee Rooms']",9,2
"['30 Deku Nuts', 'Clear 8 Silver Rupee Rooms']",6,1
"['30 Deku Nuts', 'Defeat Twinrova']",7,3
"['30 Deku Nuts', 'Dins Fire']",10,5
"['30 Deku Nuts', 'Goron Bracelet']",13,2
"['30 Deku Nuts', 'Green Gauntlets']",22,6
"['30 Deku Nuts', 'Light Arrows']",6,0
"['30 Deku Nuts', 'Obtain all 5 Small Keys in Shadow Temple']",6,1
"['30 Deku Nuts', 'Open All 6 Gold Rupee Chests']",12,4
"['30 Deku Nuts', 'Plant 5 Magic Beans']",6,3
"['30 Deku Nuts', 'Sarias Song']",7,1
"['30 Deku Nuts', 'Two Fairy Spells']",6,3
"['30 Different Skulltulas', '37th Heart Piece (Child Fortress)']",10,1
"['30 Different Skulltulas', '4 Compasses']",8,3
"['30 Different Skulltulas', '4 Maps']",9,3
"['30 Different Skulltulas', '4 Skulltulas in Shadow Temple']",9,2
"['30 Different Skulltulas', '4 Songs']",6,5
"['30 Different Skulltulas', '4 Unused Keys in Gerudo Training Grounds']",14,5
"['30 Different Skulltulas', '5 Compasses']",10,1
"['30 Different Skulltulas', '5 Hearts']",17,6
"['30 Different Skulltulas', '5 Magic Beans']",14,2
"['30 Different Skulltulas', '5 Maps']",20,10
"['30 Different Skulltulas', '5 Unused Keys in Gerudo Training Grounds']",6,3
"['30 Different Skulltulas', '5 Zora area HPs']",7,5
"['30 Different Skulltulas', '6 Compasses']",13,9
"['30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds']",7,5
"['30 Different Skulltulas', '6 Hearts']",14,6
"['30 Different Skulltulas', '6 Maps']",21,10
"['30 Different Skulltulas', '6 Songs']",6,2
"['30 Different Skulltulas', '7 Different Unused Keys in Gerudo Training Grounds']",11,2
"['30 Different Skulltulas', '7 Hearts (no duping)']",7,3
"['30 Different Skulltulas', '7 Maps']",35,11
"['30 Different Skulltulas', '7 Songs']",14,8
"['30 Different Skulltulas', '8 Different Unused Keys in Gerudo Training Grounds']",15,4
"['30 Different Skulltulas', '8 Hearts (no duping)']",8,1
"['30 Different Skulltulas', '9 Hearts (no duping)']",7,0
"['30 Different Skulltulas', '9 Songs']",11,5
"['30 Different Skulltulas', 'All 3 Elemental Arrows']",14,2
"['30 Different Skulltulas', 'All 3 Skulltulas in Bottom of the Well']",15,8
"['30 Different Skulltulas', 'All 3 Skulltulas in Ice Cavern']",8,3
"['30 Different Skulltulas', 'All 4 Adult Zoras Domain area Skulltulas']",9,3
"['30 Different Skulltulas', 'All 4 Gerudo Valley area Skulltulas']",12,0
"['30 Different Skulltulas', 'All 4 Market area Skulltulas']",13,10
"['30 Different Skulltulas', 'All 4 Skulltulas in Jabu-Jabu']",7,1
"['30 Different Skulltulas', 'All 4 Wasteland/ Colossus area Skulltulas']",14,3
"['30 Different Skulltulas', 'All 5 Lake Hylia Skulltulas']",6,1
"['30 Different Skulltulas', 'All 5 Skulltulas in Fire Temple']",10,3
"['30 Different Skulltulas', 'All 5 Skulltulas in Forest Temple']",11,1
"['30 Different Skulltulas', 'All 5 Skulltulas in Shadow Temple']",11,4
"['30 Different Skulltulas', 'All 5 Skulltulas in Spirit Temple']",11,6
"['30 Different Skulltulas', 'All 5 Skulltulas in Water Temple']",16,7
"['30 Different Skulltulas', 'Beat Dodongos Cavern']",13,2
"['30 Different Skulltulas', 'Beat Jabu-Jabus Belly']",12,4
"['30 Different Skulltulas', 'Beat the Fire Temple']",12,4
"['30 Different Skulltulas', 'Beat the Forest Temple']",6,2
"['30 Different Skulltulas', 'Beat the Shadow Temple']",12,1
"['30 Different Skulltulas', 'Beat the Water Temple']",9,1
"['30 Different Skulltulas', 'Blue Fire']",9,4
"['30 Different Skulltulas', 'Blue Gauntlets']",7,1
"['30 Different Skulltulas', 'Blue Potion']",6,1
"['30 Different Skulltulas', 'Bolero of Fire']",13,8
"['30 Different Skulltulas', 'Bomb Bag (30)']",8,1
"['30 Different Skulltulas', 'Boomerang']",11,3
"['30 Different Skulltulas', 'Both Gerudo Valley HPs']",9,7
"['30 Different Skulltulas', 'Both HPs in Death Mountain Crater']",21,10
"['30 Different Skulltulas', 'Both HPs in Lost Woods']",10,6
"['30 Different Skulltulas', 'Both Hyrule Field area Skulltulas']",7,4
"['30 Different Skulltulas', 'Bottled Fairy']",6,3
"['30 Different Skulltulas', 'Bronze Gauntlets']",6,1
"['30 Different Skulltulas', 'Bullet Bag (50)']",7,3
"['30 Different Skulltulas', 'Clear 8 Silver Rupee Rooms']",11,4
"['30 Different Skulltulas', 'Defeat 4 Different Iron Knuckles']",14,5
"['30 Different Skulltulas', 'Defeat Amy (Green Poe)']",6,0
"['30 Different Skulltulas', 'Defeat Big Octo']",9,5
"['30 Different Skulltulas', 'Defeat Bongo-Bongo']",8,2
"['30 Different Skulltulas', 'Defeat Dark Link']",9,2
"['30 Different Skulltulas', 'Defeat Meg (Purple Poe)']",7,3
"['30 Different Skulltulas', 'Defeat Morpha']",8,2
"['30 Different Skulltulas', 'Defeat Nabooru-Knuckle']",10,3
"['30 Different Skulltulas', 'Defeat Phantom Ganon']",7,0
"['30 Different Skulltulas', 'Defeat Queen Gohma']",6,3
"['30 Different Skulltulas', 'Defeat Volvagia']",15,4
"['30 Different Skulltulas', 'Defeat a Skull Kid']",8,0
"['30 Different Skulltulas', 'Defeat a White Wolfos']",7,2
"['30 Different Skulltulas', 'Defeat all Lizalfos in Dodongos Cavern']",12,4
"['30 Different Skulltulas', 'Defeat both Flare Dancers']",6,3
"['30 Different Skulltulas', 'Desert Colossus HP']",6,0
"['30 Different Skulltulas', 'Dins Fire']",15,2
"['30 Different Skulltulas', 'Double Magic']",6,3
"['30 Different Skulltulas', 'Eponas Song']",6,2
"['30 Different Skulltulas', 'Exactly 30 Deku Sticks']",9,2
"['30 Different Skulltulas', 'Fairy Bow']",6,1
"['30 Different Skulltulas', 'Farores Wind']",11,10
"['30 Different Skulltulas', 'Fire Arrows']",11,1
"['30 Different Skulltulas', 'Fire Medallion']",18,10
"['30 Different Skulltulas', 'Fire Temple Boss Key']",27,10
"['30 Different Skulltulas', 'Forest Medallion']",7,3
"['30 Different Skulltulas', 'Forest Temple Boss Key']",12,3
"['30 Different Skulltulas', 'Free all 9 Gorons in Fire Temple']",6,4
"['30 Different Skulltulas', 'Frogs HP']",7,1
"['30 Different Skulltulas', 'Ganons Castle Boss Key']",15,2
"['30 Different Skulltulas', 'Get Bombchu chest in Spirit Temple']",9,7
"['30 Different Skulltulas', 'Goron Tunic']",8,7
"['30 Different Skulltulas', 'Green Gauntlets']",24,6
"['30 Different Skulltulas', 'Ice Arrows']",8,3
"['30 Different Skulltulas', 'Ice Cavern HP']",8,2
"['30 Different Skulltulas', 'Iron Boots']",6,4
"['30 Different Skulltulas', 'Keaton Mask']",7,1
"['30 Different Skulltulas', 'Lens of Truth']",6,0
"['30 Different Skulltulas', 'Light Arrows']",21,1
"['30 Different Skulltulas', 'Longshot']",13,1
"['30 Different Skulltulas', 'Map & Compass in Bottom of the Well']",10,5
"['30 Different Skulltulas', 'Map & Compass in Deku Tree']",7,2
"['30 Different Skulltulas', 'Map & Compass in Dodongos Cavern']",15,6
"['30 Different Skulltulas', 'Map & Compass in Fire Temple']",7,1
"['30 Different Skulltulas', 'Map & Compass in Forest Temple']",13,7
"['30 Different Skulltulas', 'Map & Compass in Jabu-Jabu']",7,2
"['30 Different Skulltulas', 'Map & Compass in Shadow Temple']",7,1
"['30 Different Skulltulas', 'Map & Compass in Spirit Temple']",7,0
"['30 Different Skulltulas', 'Megaton Hammer']",12,4
"['30 Different Skulltulas', 'Minuet of Forest']",11,1
"['30 Different Skulltulas', 'Mirror Shield']",19,4
"['30 Different Skulltulas', 'Nayrus Love']",14,5
"['30 Different Skulltulas', 'Obtain all 5 Small Keys in Forest Temple']",9,8
"['30 Different Skulltulas', 'Obtain all 5 Small Keys in Shadow Temple']",19,3
"['30 Different Skulltulas', 'Obtain all 8 Small Keys in Fire Temple']",12,2
"['30 Different Skulltulas', 'Open 2 Boss Key Doors']",13,7
"['30 Different Skulltulas', 'Open 3 Boss Key Doors']",21,2
"['30 Different Skulltulas', 'Open 3 Gold Rupee Chests']",22,4
"['30 Different Skulltulas', 'Open 5 Gold Rupee Chests']",6,0
"['30 Different Skulltulas', 'Open the Final Door of Fire Trial']",7,0
"['30 Different Skulltulas', 'Open the Final Door of Light Trial']",8,3
"['30 Different Skulltulas', 'Open the Final Door of Shadow Trial']",16,3
"['30 Different Skulltulas', 'Open the Final Door of Spirit Trial']",20,1
"['30 Different Skulltulas', 'Open the Final Door of Water Trial']",12,5
"['30 Different Skulltulas', 'Plant 5 Magic Beans']",7,5
"['30 Different Skulltulas', 'Quiver (40)']",12,5
"['30 Different Skulltulas', 'Quiver (50)']",8,5
"['30 Different Skulltulas', 'Requiem of Spirit']",14,4
"['30 Different Skulltulas', 'Rutos Letter']",6,0
"['30 Different Skulltulas', 'Sarias Song']",9,4
"['30 Different Skulltulas', 'Silver Gauntlets']",22,10
"['30 Different Skulltulas', 'Spirit Temple Boss Key']",8,2
"['30 Different Skulltulas', 'Two Fairy Spells']",16,7
"['30 Different Skulltulas', 'Water Medallion']",9,4
"['30 Different Skulltulas', 'Win Bombchu Bowling Prize']",13,6
"['30 Different Skulltulas', 'Zora Tunic']",16,8
"['37th Heart Piece (Child Fortress)', '9 Hearts (no duping)']",6,1
"['37th Heart Piece (Child Fortress)', 'All 3 Elemental Arrows']",9,4
"['37th Heart Piece (Child Fortress)', 'All 5 Skulltulas in Water Temple']",6,1
"['37th Heart Piece (Child Fortress)', 'Beat the Fire Temple']",6,0
"['37th Heart Piece (Child Fortress)', 'Beat the Spirit Temple']",6,0
"['37th Heart Piece (Child Fortress)', 'Both Rusty Switches in Spirit Temple']",6,1
"['37th Heart Piece (Child Fortress)', 'Clear 10 Silver Rupee Rooms']",7,1
"['37th Heart Piece (Child Fortress)', 'Defeat Twinrova']",6,1
"['37th Heart Piece (Child Fortress)', 'Green Gauntlets']",11,5
"['4 Compasses', '9 Hearts (no duping)']",11,4
"['4 Compasses', 'All 3 Elemental Arrows']",12,1
"['4 Compasses', 'Fire Temple Boss Key']",6,0
"['4 Compasses', 'Goron Bracelet']",6,0
"['4 Compasses', 'Green Gauntlets']",8,1
"['4 Compasses', 'Open All 6 Gold Rupee Chests']",8,4
"['4 Maps', 'Beat the Spirit Temple']",7,0
"['4 Maps', 'Green Gauntlets']",8,1
"['4 Skulltulas in Shadow Temple', '5 Magic Beans']",6,0
"['4 Skulltulas in Shadow Temple', '7 Compasses']",10,1
"['4 Skulltulas in Shadow Temple', '8 Hearts (no duping)']",11,2
"['4 Skulltulas in Shadow Temple', '9 Hearts (no duping)']",10,13
"['4 Skulltulas in Shadow Temple', 'All 3 Elemental Arrows']",18,6
"['4 Skulltulas in Shadow Temple', 'All 3 Skulltulas in Bottom of the Well']",6,2
"['4 Skulltulas in Shadow Temple', 'Beat the Spirit Temple']",9,3
"['4 Skulltulas in Shadow Temple', 'Bolero of Fire']",6,0
"['4 Skulltulas in Shadow Temple', 'Both Rusty Switches in Spirit Temple']",10,2
"['4 Skulltulas in Shadow Temple', 'Bullet Bag (50)']",10,1
"['4 Skulltulas in Shadow Temple', 'Defeat 4 Different Iron Knuckles']",6,0
"['4 Skulltulas in Shadow Temple', 'Dins Fire']",7,3
"['4 Skulltulas in Shadow Temple', 'Goron Bracelet']",9,4
"['4 Skulltulas in Shadow Temple', 'Green Gauntlets']",15,4
"['4 Skulltulas in Shadow Temple', 'Map & Compass in Spirit Temple']",7,3
"['4 Skulltulas in Shadow Temple', 'Open 2 Boss Key Doors']",6,4
"['4 Skulltulas in Shadow Temple', 'Open 3 Boss Key Doors']",11,5
"['4 Skulltulas in Shadow Temple', 'Open 3 Gold Rupee Chests']",6,3
"['4 Skulltulas in Shadow Temple', 'Open All 6 Gold Rupee Chests']",16,1
"['4 Skulltulas in Shadow Temple', 'Two Fairy Spells']",10,11
"['4 Songs', '9 Hearts (no duping)']",9,6
"['4 Songs', 'All 3 Elemental Arrows']",14,8
"['4 Songs', 'All 8 Zoras Domain area Skulltulas']",6,1
"['4 Songs', 'Clear 10 Silver Rupee Rooms']",6,2
"['4 Songs', 'Dins Fire']",6,0
"['4 Unused Keys in Forest Temple', '7 Compasses']",6,2
"['4 Unused Keys in Forest Temple', '8 Hearts (no duping)']",6,1
"['4 Unused Keys in Forest Temple', 'All 3 Elemental Arrows']",10,5
"['4 Unused Keys in Forest Temple', 'All 5 Lake Hylia Skulltulas']",6,2
"['4 Unused Keys in Forest Temple', 'Both Rusty Switches in Spirit Temple']",7,3
"['4 Unused Keys in Forest Temple', 'Dins Fire']",7,2
"['4 Unused Keys in Forest Temple', 'Green Gauntlets']",6,4
"['4 Unused Keys in Forest Temple', 'Open All 6 Gold Rupee Chests']",8,2
"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)']",9,8
"['4 Unused Keys in Gerudo Training Grounds', 'All 3 Elemental Arrows']",11,2
"['4 Unused Keys in Gerudo Training Grounds', 'Both Rusty Switches in Spirit Temple']",6,0
"['4 Unused Keys in Gerudo Training Grounds', 'Clear 10 Silver Rupee Rooms']",7,6
